replicate,internal,provenance_held_out,heldout_minus_internal
77,0.9940148879661841,0.9014379190617715,-0.09257696890441258
78,0.9886801343026438,0.8998723959207166,-0.08880773838192724
79,0.9899797914503797,0.8998339941531532,-0.0901457972972265
80,0.9878333834789096,0.9001045833856599,-0.08772880009324968
81,0.9850535698149291,0.900631016001494,-0.08442255381343511
82,0.9925027929895901,0.904060023359389,-0.08844276963020115
83,0.990126198141215,0.8952853189631652,-0.09484087917804984
84,0.9910089730449011,0.8969445651268736,-0.0940644079180275
85,0.9877289224392886,0.8978522026467788,-0.08987671979250977
86,0.9927003643840742,0.8980014746169419,-0.09469888976713225
87,0.9909954932443688,0.9005786484568206,-0.09041684478754819
88,0.9890317092754902,0.8973251604113589,-0.09170654886413132
89,0.9894167682495478,0.899200082600191,-0.09021668564935681
90,0.9953927032393102,0.9002596145590599,-0.09513308868025028
91,0.9925405755393536,0.8999498120214741,-0.09259076351787954
92,0.986371559818906,0.902899096772903,-0.08347246304600298
93,0.9907078449628733,0.8998227547540262,-0.09088509020884716
94,0.9944980746853522,0.8994828154683443,-0.09501525921700793
95,0.9896045626324202,0.9028273985244918,-0.08677716410792846
96,0.9917617593399767,0.8997452249394128,-0.0920165344005639
97,0.994782203587235,0.8958837740859483,-0.09889842950128669
98,0.9939115709766432,0.9001546777286183,-0.09375689324802483
99,0.9887093407833881,0.9063216641626699,-0.08238767662071822
100,0.9933011116805166,0.9032523989363588,-0.09004871274415782
101,0.9911111252548226,0.8998940786080478,-0.09121704664677477
102,0.9923785855642674,0.898804088017957,-0.09357449754631042
103,0.9948782399314061,0.8977469758619598,-0.09713126406944628
104,0.9927528409805282,0.8989992077338579,-0.0937536332466703
105,0.9901409752412554,0.9025728247581557,-0.08756815048309974
106,0.9888883883183807,0.8989199165266418,-0.08996847179173884
107,0.9910223319492761,0.9001002173070619,-0.09092211464221422
108,0.9860552353564044,0.9010531403789063,-0.08500209497749811
109,0.9931423331477814,0.8983380851027839,-0.09480424804499754
110,0.9891888082546237,0.9019476215882202,-0.08724118666640357
111,0.9923670819227075,0.9023918581419159,-0.08997522378079159
112,0.994738969228047,0.9024457958498516,-0.09229317337819543
113,0.9894589505020207,0.9005058691868104,-0.08895308131521029
114,0.991890852350339,0.8994222527641572,-0.09246859958618181
115,0.9917617593399767,0.9005092247319498,-0.09125253460802685
116,0.9905105212312285,0.9045405784387978,-0.08596994279243075
117,0.9909977362847209,0.8999979112218917,-0.09099982506282922
118,0.991484845739874,0.8987073492299232,-0.09277749650995082
119,0.9939803232063918,0.8988217610816019,-0.0951585621247899
120,0.9946276252690867,0.9019548813657087,-0.09267274390337799
121,0.993251686234902,0.9004399594312377,-0.09281172680366434
122,0.992604819045356,0.9018784075540355,-0.09072641149132055
123,0.9931525031502119,0.898887223482976,-0.09426527966723586
124,0.993244897703855,0.9023594906019895,-0.09088540710186555
125,0.9896045626324202,0.8977801141868111,-0.09182444844560911
126,0.9888731707736963,0.9002015770103154,-0.08867159376338085
127,0.9857145633009704,0.9003837220993711,-0.08533084120159928
128,0.9922279667315911,0.8995948067732966,-0.09263315995829446
129,0.991764361923351,0.8992803879792902,-0.09248397394406083
130,0.9884327016801281,0.9039870321081311,-0.08444566957199695
131,0.9899867032341295,0.9023240620151572,-0.08766264121897227
132,0.9896846759540127,0.9010882824125915,-0.08859639354142113
133,0.9853529254199639,0.8987749219653529,-0.08657800345461097
134,0.9917396487473366,0.9019845096655161,-0.08975513908182042
135,0.9918814713698421,0.9016607719257136,-0.09022069944412847
136,0.9933107310367587,0.8995861048131651,-0.09372462622359357
137,0.9914977798407697,0.8965944560498155,-0.09490332379095423
138,0.9889910927933795,0.9013370567519416,-0.08765403604143784
139,0.9908586178215165,0.8981187956176148,-0.09273982220390176
140,0.9948905502812767,0.8994290733221751,-0.09546147695910157
141,0.991009817253805,0.9039846103744708,-0.08702520687933424
142,0.99252964237904,0.8993637988073458,-0.0931658435716941
143,0.9923541678307936,0.9052059522287906,-0.08714821560200292
144,0.9917765524840979,0.9041762893043689,-0.08760026317972902
145,0.9927685998350532,0.8983461980579142,-0.09442240177713901
146,0.9869156190573795,0.9046045244587407,-0.08231109459863872
147,0.994023713903232,0.9003180566535841,-0.09370565724964786
148,0.994032460431483,0.8961128152748947,-0.09791964515658824
149,0.9922398427163758,0.9033827608593655,-0.08885708185701024
150,0.994738969228047,0.8963023952499213,-0.09843657397812577
151,0.9938752407383594,0.9038310923118388,-0.09004414842652064
152,0.9947745849247521,0.8968192680387347,-0.09795531688601744
153,0.991009817253805,0.8993498617070226,-0.09165995554678241
154,0.9945939884834353,0.9010031194168514,-0.09359086906658387
155,0.989617431464289,0.9017577336278052,-0.08785969783648384
156,0.991750826179663,0.9001121460798999,-0.09163868009976317
157,0.9901701451628183,0.8986253017632279,-0.09154484339959046
158,0.9877115599513843,0.8976976411543199,-0.09001391879706433
159,0.9908819303901755,0.9010079507068817,-0.0898739796832938
160,0.9928455266169792,0.8987696317394495,-0.09407589487752976
161,0.9932717247597164,0.9019281687808802,-0.09134355597883614
162,0.9841351367807886,0.9007922227979138,-0.08334291398287474
163,0.9927448402426832,0.9042098652408402,-0.08853497500184293
164,0.9902813802084793,0.9002244186457565,-0.0900569615627228
165,0.9911111252548226,0.9033432313890316,-0.08776789386579098
